GT Program,Benchmark Info,Semantics,Question Selector,Correct?,Initial Synthesis Time,Active Learning Time,Initial Program Space Size,Final Program Space Size,Input Space Size,Question Space Size,Avg. Answer Space Size per Question,Avg. Prediction Set Size,# Rounds,# Label Questions,# Input Questions,Time Per Round
(fold max (apply pred_int input-img) (filter (curry ge 5) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,3.0537924999953248,137.59214845800307,2439,31,100,444,7.330357142857143,2.5057471264367814,4,4,4,"[47.52846166695235, 52.37516933301231, 26.688073249999434, 9.496695334033575]"
(fold plus 0 (map (curry plus (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,3.0388254999998026,10.996868084010202,41,6,100,447,7.330357142857143,2.5057471264367814,1,1,1,[10.693152207997628]
(length (filter (curry le (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,3.553390666958876,43.98377187497681,126,6,100,444,7.330357142857143,2.5057471264367814,4,4,3,"[28.716138584015425, 9.855272000015248, 3.253671457991004, 1.8989853339735419]"
(fold mult 1 (map (curry mult 7) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,2.5734965419978835,10.094070416991599,29,10,100,446,7.330357142857143,2.5057471264367814,2,2,2,"[6.702188250026666, 2.954881125013344]"
(length (filter (curry ge 4) (filter (curry le 8) (map_imgs pred_int input-list)))),,CCE,SmartLabel,True,2.8627796249929816,48.06267974997172,158,2,100,444,7.330357142857143,2.5057471264367814,4,4,3,"[31.93710912502138, 13.574174666020554, 1.6303534170147032, 0.8352012910181656]"
(fold max 0 (filter (curry le 2) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,3.4197580000036396,119.7553038749611,2639,26,100,443,7.330357142857143,2.5057471264367814,5,5,4,"[43.68600895802956, 44.79416566697182, 17.376922582974657, 7.318953957990743, 5.521764750010334]"
(fold plus 0 (filter (curry ge 8) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,8.473105290962849,157.86563808302162,8303,41,100,443,7.330357142857143,2.5057471264367814,5,5,5,"[47.626112875004765, 44.30913358402904, 37.096216542006005, 18.109130041964818, 9.043551082955673]"
(fold max 0 (map (curry mult 2) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,3.7933974590268917,92.03997795801843,675,51,100,445,7.330357142857143,2.5057471264367814,3,3,3,"[46.24609908298589, 29.593561042041983, 13.83438312500948]"
(fold max 0 (map (curry mult 2) (filter (curry ge 5) (map_imgs pred_int input-list)))),,CCE,SmartLabel,True,3.9574225410469808,138.6320539159933,733,2,100,442,7.330357142857143,2.5057471264367814,6,6,4,"[47.93768425000599, 49.142125125043094, 25.539778834034223, 12.324405667022802, 2.4602202500100248, 1.130485542002134]"
(length (filter (curry ge 1) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,9.834924124996178,99.83115291700233,3033,94,100,445,7.330357142857143,2.5057471264367814,3,3,3,"[42.915449833963066, 33.008865332987625, 20.142879457969684]"
(fold mult 1 (map_imgs pred_int input-list)),,CCE,SmartLabel,True,7.853994332952425,63.804244500002824,771,31,100,446,7.330357142857143,2.5057471264367814,2,2,1,"[52.24411904200679, 10.053428417013492]"
(fold max 0 (map_imgs pred_int input-list)),,CCE,SmartLabel,True,4.251958708977327,231.03760387498187,1900,131,100,443,7.330357142857143,2.5057471264367814,5,5,2,"[48.15694216697011, 47.266035624954384, 42.01267179194838, 43.2318511250196, 44.29889262502547]"
(length (filter (curry ge (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,3.49673845799407,82.2619231659919,495,6,100,444,7.330357142857143,2.5057471264367814,5,4,4,"[43.5907574580051, 31.256878292013425, 3.547591332986485, 1.9989162079873495, 1.5463504579965957]"
(length (filter (curry le 0) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,5.870765457977541,90.88750420801807,248,115,100,445,7.330357142857143,2.5057471264367814,3,3,2,"[39.943953416950535, 23.893128791998606, 22.60675254202215]"
(fold max 0 (filter (curry ge 5) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,31.94890108401887,236.3711017909809,3000,29,100,441,7.330357142857143,2.5057471264367814,7,7,4,"[47.7962563749752, 47.0864891250385, 43.752612750045955, 43.43690999998944, 32.06591187498998, 14.453595541010145, 6.595776166999713]"
(fold max 0 (filter (curry le (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,2.9342619579983875,78.3001157080289,480,7,100,442,7.330357142857143,2.5057471264367814,6,6,5,"[42.5792423330131, 24.249130707990844, 4.216888708004262, 2.7222990000154823, 2.2218659589998424, 1.9766887919977307]"
(fold plus 0 (map (curry mult 6) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,2.564994333020877,25.08632837497862,55,19,100,445,7.330357142857143,2.5057471264367814,3,3,2,"[13.387719499995, 6.306535582989454, 4.549287375004496]"
(fold plus 0 (filter (curry ge 2) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,5.320720249961596,36.20328908303054,152,17,100,447,7.330357142857143,2.5057471264367814,1,1,1,[35.42595850001089]
(length (filter (curry ge (apply pred_int input-img)) (map (curry plus 4) (map_imgs pred_int input-list)))),,CCE,SmartLabel,True,5.0337833749945275,87.90694575000089,5753,1,100,445,7.330357142857143,2.5057471264367814,3,3,3,"[46.53764612501254, 40.81579637504183, 0.49961075000464916]"
(length (filter (curry ge (apply pred_int input-img)) (filter (curry le 7) (map_imgs pred_int input-list)))),,CCE,SmartLabel,True,3.483806000032928,45.47523662500316,204,1,100,445,7.330357142857143,2.5057471264367814,3,3,3,"[42.82012820901582, 2.128007624996826, 0.4821585000026971]"
(length (filter (curry ge 2) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,4.433791999996174,90.09418975003064,4031,71,100,446,7.330357142857143,2.5057471264367814,2,2,2,"[44.346157250052784, 42.43676258402411]"
(fold plus 0 (map (curry mult (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,15.246066874999087,68.73531891702441,339,7,100,445,7.330357142857143,2.5057471264367814,3,3,1,"[48.5800147500122, 15.947518208005931, 3.8711112500168383]"
(fold max 0 (map (curry plus (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,2.6150227910256945,829.219120084017,91,32,100,289,7.330357142857143,2.5057471264367814,165,159,59,"[23.346780374995433, 13.32126266596606, 10.440995665965602, 7.688919415988494, 7.995579875016119, 8.09884491696721, 7.821477917023003, 8.3446005830192, 9.19200987496879, 8.018752750009298, 8.102675542002544, 7.906506625004113, 7.958579791011289, 7.580585375020746, 8.5883506659884, 8.220911541953683, 22.689504124980886, 31.64289216598263, 7.5987204579869285, 7.6458277920028195, 8.076612790988293, 7.975884541985579, 7.803560875006951, 7.462476916029118, 7.609398874978069, 7.895609416998923, 7.8630130420206115, 7.562739124987274, 6.868488416017499, 7.138148374971934, 6.0156599580077454, 6.218121208017692, 6.02875341696199, 7.045148708974011, 7.022055334004108, 7.135338958003558, 7.13853354199091, 7.984532916976605, 7.31699987500906, 7.42275404202519, 7.355512833048124, 7.405577583005652, 7.248137041984592, 7.0049742089468054, 7.317622457980178, 7.36281683301786, 6.9616137919947505, 7.113535167009104, 6.951158458017744, 6.964025791967288, 6.599465791019611, 6.628334124980029, 6.444394792022649, 6.748018874961417, 5.658342499984428, 5.25175383297028, 5.398311916971579, 5.263665792008396, 5.142573999997694, 5.123628290952183, 5.249609749997035, 5.283046084048692, 4.9067349580000155, 4.9294919590465724, 4.9909267500042915, 5.050462957995478, 4.913913915981539, 5.006693959003314, 5.144867499999236, 5.185047624981962, 5.149437292013317, 4.832991375005804, 4.79938416701043, 4.756421209021937, 4.960088542022277, 4.614078500017058, 4.535997916013002, 4.533354874991346, 4.705918832973111, 4.853443999949377, 4.827991625003051, 5.404737874981947, 4.869319332996383, 4.446266999992076, 4.443430749990512, 4.520858750038315, 4.610023333050776, 4.5950696670333855, 4.502396999974735, 4.276404834003188, 3.7845350420102477, 3.5996990830171853, 3.7590022920048796, 3.784659625031054, 3.7832460000063293, 3.365624458005186, 3.9355842919903807, 3.1821737500140443, 3.5131635409779847, 3.391545665974263, 3.5154685840243474, 3.527869041019585, 3.638865999993868, 3.5163551670266315, 3.562274082971271, 3.5517117499839514, 3.152642042026855, 2.8585555420140736, 2.9675710829906166, 3.1538047079811804, 3.1877152920351364, 3.7878834169823676, 3.095256957982201, 3.219285083003342, 3.1253520830068737, 3.132790958043188, 2.995354041981045, 3.0128030420164578, 3.0166177499922924, 2.971070875006262, 3.0248926249914803, 2.940659500018228, 2.8371725829783827, 2.8479433330358006, 2.8920546249719337, 2.8199309579795226, 2.794335041020531, 2.7771367079694755, 2.8010199170093983, 2.4217202920117415, 2.5015773749910295, 2.4374938750406727, 2.4874750840244815, 2.4657262910041027, 2.481900999962818, 2.385368625051342, 1.6514162920066155, 1.6442134169628844, 1.5580472910078242, 1.7320417080190964, 1.5845823339768685, 1.3938709170324728, 1.4106794580002315, 1.5976959999534301, 1.5850455830222927, 1.5878773750155233, 1.5674696660134941, 1.5672403749777004, 1.5937185420189053, 1.4109702080022544, 1.528701542003546, 1.50312537496211, 1.5060753329889849, 1.511751624988392, 1.4896244580158964, 1.524173832964152, 1.5222482500248589, 1.5104926669737324, 1.5126431250246242, 1.5151904160156846, 1.0912859169766307, 1.0407160840113647, 1.0613678749650717, 1.1129492089967243, 1.079613416979555]"
(length (filter (curry ge 4) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,4.780563083011657,118.78176712500863,1802,58,100,445,7.330357142857143,2.5057471264367814,3,3,3,"[50.877631707990076, 46.316874957992695, 18.71725287497975]"
(fold max 0 (map (curry plus 5) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,3.996129249979276,177.9215390419704,884,198,100,445,7.330357142857143,2.5057471264367814,3,3,3,"[56.2918258329737, 57.44439399999101, 54.012015959015116]"
(length (filter (curry ge 5) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,3.3573097080225125,108.56961000000592,406,59,100,444,7.330357142857143,2.5057471264367814,4,4,3,"[47.02783137501683, 29.64870141702704, 14.979522499954328, 14.207287625002209]"
(length (filter (curry ge 3) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,8.976264291035477,75.24251483398257,582,60,100,446,7.330357142857143,2.5057471264367814,2,2,2,"[51.35687858395977, 21.04900387499947]"
(length (filter (curry le (apply pred_int input-img)) (map (curry plus 2) (map_imgs pred_int input-list)))),,CCE,SmartLabel,True,3.9048052500002086,14.820033582975157,39,1,100,444,7.330357142857143,2.5057471264367814,4,4,3,"[10.247908958001062, 3.371320125006605, 0.5693667919840664, 0.5753782500396483]"
(length (filter (curry le (apply pred_int input-img)) (map (curry plus 1) (map_imgs pred_int input-list)))),,CCE,SmartLabel,True,4.131260666996241,25.761069792031776,77,1,100,446,7.330357142857143,2.5057471264367814,2,2,2,"[20.578675416996703, 5.126094874984119]"
(fold plus 1 (map (curry max 8) (filter (curry ge 4) (map_imgs pred_int input-list)))),,CCE,SmartLabel,True,17.827567041967995,131.37269987503532,8759,1,100,445,7.330357142857143,2.5057471264367814,3,3,3,"[60.53532395797083, 55.68670058302814, 15.098150000034366]"
(fold plus 0 (filter (curry le (apply pred_int input-img)) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,11.87410233297851,64.60407066700282,610,7,100,445,7.330357142857143,2.5057471264367814,3,3,3,"[57.24931058398215, 4.635244874982163, 2.314001000020653]"
(fold mult 1 (map (curry max 1) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,7.509117083973251,134.21656612498919,1249,43,100,445,7.330357142857143,2.5057471264367814,3,3,2,"[55.13311737496406, 52.49260004196549, 24.107336375047453]"
(fold mult 1 (filter (curry ge 2 ) (filter (curry le 4) (map_imgs pred_int input-list)))),,CCE,SmartLabel,True,20.376432624994777,87.27806458302075,230,6,100,445,7.330357142857143,2.5057471264367814,3,3,2,"[56.301589042006526, 22.904664332978427, 7.772653167019598]"
(fold plus 0 (map (curry mult 3) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,8.922113125037868,16.495558541966602,40,14,100,446,7.330357142857143,2.5057471264367814,2,2,1,"[11.333475375024136, 4.414347167010419]"
(length (filter (curry ge 1) (filter (curry le 9) (map_imgs pred_int input-list)))),,CCE,SmartLabel,True,4.254481417010538,81.10892004199559,3307,94,100,446,7.330357142857143,2.5057471264367814,2,2,2,"[52.29041333304485, 24.35038908396382]"
(fold plus 0 (filter (curry ge 3) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,13.50054216699209,84.95682679204037,273,21,100,446,7.330357142857143,2.5057471264367814,2,2,1,"[55.426420916977804, 28.402014125022106]"
(length (filter (curry ge 3) (map (curry plus 1) (map_imgs pred_int input-list)))),,CCE,SmartLabel,True,3.668835707998369,72.63501545798499,2249,71,100,446,7.330357142857143,2.5057471264367814,2,2,2,"[51.38714599999366, 17.8022860410274]"
(fold plus 0 (map (curry plus 2) (map (curry mult (apply pred_int input-img)) (map_imgs pred_int input-list)))),,CCE,SmartLabel,True,73.53390366700478,20.87363683397416,41,7,100,445,7.330357142857143,2.5057471264367814,3,3,1,"[13.412225082982332, 4.450725791975856, 2.61638129100902]"
(fold max 0 (filter (curry le 9) (map_imgs pred_int input-list))),,CCE,SmartLabel,True,11.974182208999991,156.3874552079942,5754,131,100,445,7.330357142857143,2.5057471264367814,3,3,3,"[56.56635329202982, 53.94492999999784, 39.20688595797401]"
(fold max 0 (filter (curry le (apply pred_int input-img)) (map (curry mult 5) (map_imgs pred_int input-list)))),,CCE,SmartLabel,True,5.289755542005878,63.40837504196679,6110,1,100,445,7.330357142857143,2.5057471264367814,3,3,2,"[54.91138058400247, 7.560089000035077, 0.878821957972832]"
